テーブル名,パス,対象pt_date_key,読み込み結果,確認できたファイル形式,パーティション,元カラム数,pt_date_key付与後カラム数,代表パーティション件数,想定概要,サンプル参照行,カラムNo,カラム名,データ型,NULL許容,確認できる意味・役割,サンプル値,備考
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,11,torihiki_kbn,string,true,取引区分候補,1,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,12,seq,string,true,シーケンス候補,35,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,13,siharai_id,string,true,支払ID候補,,サンプルでは空文字。
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,14,siharai_code,string,true,支払コード候補,00,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,15,siharai_syubetsu,string,true,支払種別候補,000,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,16,denpyou_no,string,true,伝票番号候補,000000,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,17,siharai_kbn,string,true,支払区分候補,00,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,18,bunkatsu_cnt,string,true,分割回数候補,00,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,19,bonus_cnt,string,true,ボーナス回数候補,00,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,20,bonus_month,string,true,ボーナス月候補,00,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,21,kessai_kbn,string,true,決済区分候補,10,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,22,kessai_kingaku,string,true,決済金額候補,0,集計時は数値変換が必要。
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,23,bonus_point,string,true,ボーナスポイント候補,0,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,24,ultra_sikibetsu_code,string,true,Ultra識別コード候補,,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,25,ultra_user_ryouiki,string,true,Ultraユーザー領域候補,,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,26,ultra_kigen,string,true,Ultra期限候補,,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,27,kokyaku_no,string,true,顧客番号候補,,サンプルでは空文字。
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,28,masked_kokyaku_no1,string,true,マスク済顧客番号1,,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,29,masked_kokyaku_no2,string,true,マスク済顧客番号2,,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,30,masked_kokyaku_no3,string,true,マスク済顧客番号3,,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,31,masked_kokyaku_no4,string,true,マスク済顧客番号4,J/cYSIdmIs0Pg+VIC8RCuHVLC5LY6t1PXYNUId9n9zA=,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,32,masked_kokyaku_no5,string,true,マスク済顧客番号5,2982090bb6d1009933a5971809f7b7fc4cb9f101737c04102191d7954e5112b37838fea286948f21a4d7219f59f279fe3c7321fc82d1c145b85f8a877e2bdb0d,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,33,brand_name,string,true,ブランド名候補,,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,34,coupon_code,string,true,クーポンコード候補,,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,35,suryo,string,true,数量候補,0,customer_detail側にも存在するが、商品数量とは限らないため要確認。
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,36,owner_tori_syubetsu,string,true,オーナー取引種別候補,0100,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,37,owns_card_syubetsu,string,true,オーナーズカード種別候補,,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,38,meisai_no,string,true,明細番号候補,3,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,39,siharai_meisyo,string,true,支払名称候補,,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,40,owner_card_taisyou_gaku,string,true,オーナーズカード対象額候補,0,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,41,taishougai_kingaku,string,true,対象外金額候補,0,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,42,tanmatsu_no,string,true,端末番号候補,,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,43,tanmatsu_seqno,string,true,端末シーケンス番号候補,,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,44,turi_kingaku,string,true,釣銭金額候補,0,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,45,kaiin_cr_setei,string,true,会員CR設定候補,0,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,46,siharai_gyo,string,true,支払行候補,,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,47,siharai_kingaku,string,true,支払金額候補,0,集計時は数値変換が必要。
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,48,cr_kigyo_code,string,true,クレジット企業コード候補,,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,49,cr_no,string,true,クレジット番号候補,,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,50,sub_siharai_syubetsu,string,true,サブ支払種別候補,000,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,51,cr_kigyo_code_6035,string,true,クレジット企業コード6035候補,,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,52,isanmoto_denno,string,true,移算元伝票番号候補,,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,53,ymd_time,string,true,年月日,2023-10-28,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,54,hms_time,string,true,時分秒,01:00:00,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,55,owner_card_no2,string,true,オーナーズカード番号2候補,,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,56,acount_no,string,true,アカウント番号候補,,
ods_tbl_receipt_customer_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_customer_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,82,83,943255,レシートに紐づく支払、顧客、会員、バーコード、クーポン利用情報を保持する顧客・支払明細系データと想定されます。商品コードや売上金額の商品明細項目は持たず、receipt_item_detailとは役割が分かれます。,sample_row=5,57,ps2000_trn_id,string,true,PS2000取引ID候補,,
