テーブル名,パス,対象pt_date_key,読み込み結果,確認できたファイル形式,パーティション,元カラム数,pt_date_key付与後カラム数,代表パーティション件数,想定概要,サンプル参照行,カラムNo,カラム名,データ型,NULL許容,確認できる意味・役割,サンプル値,備考
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,11,torihiki_kbn,string,true,取引区分候補,1,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,12,meisai_no,string,true,明細番号,1,商品明細キー候補。
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,13,kbn,string,true,区分候補,20,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,14,teisei_flg,string,true,訂正フラグ候補,0,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,15,bmn_code,string,true,部門コード候補,003,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,16,syohin_code_f17,string,true,商品コードF17候補,4901108014165,商品コード/JAN候補。
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,17,syohin_code,string,true,商品コード,4901108014165,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,18,syohin_name,string,true,商品名,エバラプチッと鍋  担々ごま鍋,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,19,second_name,string,true,セカンドネーム候補,,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,20,suryo,string,true,数量,1,集計時は数値変換が必要。
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,21,uri_kingaku,string,true,売上金額候補,226,集計時は数値変換が必要。
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,22,nebiki_code,string,true,値引コード候補,10,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,23,nebiki_suryo,string,true,値引数量候補,1,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,24,nebiki_kakaku,string,true,値引価格候補,0,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,25,master_baika,string,true,マスタ売価候補,284,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,26,schedule_baika,string,true,予定売価候補,238,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,27,bmn_discount_kakaku,string,true,部門割引価格候補,-12,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,28,nebiki_code1,string,true,値引コード1候補,10,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,29,inebiki_suryo1,string,true,値引数量1候補,1,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,30,inebiki_kingaku1,string,true,値引金額1候補,46,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,31,nebiki_code2,string,true,値引コード2候補,00,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,32,inebiki_suryo2,string,true,値引数量2候補,0,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,33,inebiki_kingaku2,string,true,値引金額2候補,0,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,34,tnebiki_suryo,string,true,合計値引数量候補,1,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,35,tnebiki_kingaku,string,true,合計値引金額候補,12,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,36,waribiki_kbn1,string,true,割引区分1候補,08,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,37,waribiki_kbn2,string,true,割引区分2候補,00,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,38,waribiki_kbn3,string,true,割引区分3候補,N,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,39,baihen_kbn,string,true,売変区分候補,,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,40,sinmotu_kbn,string,true,進物区分候補,,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,41,tokubetu_point,string,true,特別ポイント候補,50,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,42,syohin_point,string,true,商品ポイント候補,50,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,43,zei_kbn,string,true,税区分候補,YNNNNY,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,44,coupon_kbn,string,true,クーポン区分候補,000,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,45,promotion_index,string,true,プロモーションIndex候補,41,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,46,waon_bmn_point_bai,string,true,WAON部門ポイント倍率候補,0,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,47,ultra_cnt,string,true,Ultra件数候補,,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,48,bonus_point_flg,string,true,ボーナスポイントフラグ候補,1,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,49,kihon_point_zyogai_flg,string,true,基本ポイント除外フラグ候補,0,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,50,service_point_zyogai_flg,string,true,サービスポイント除外フラグ候補,0,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,51,tanpin_code1,string,true,単品コード1候補,,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,52,tanpin_code2,string,true,単品コード2候補,,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,53,uri_syubetsu_code,string,true,売上種別コード候補,0,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,54,book_kbn,string,true,ブック区分候補,,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,55,file_name,string,true,取込元ファイル名候補,Retail02_NLOG_20231028100000.dat,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,56,mdinternal,string,true,MD内部コード候補,7800303359,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,57,price_change_method,string,true,価格変更方法候補,0,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,58,torino_gyo,string,true,取消行候補,3,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,59,item_syu,string,true,商品種別候補,NNNNNNNNNNNNNNNNNNNYNNNNNNNNNNNN,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,60,hozyo_flg,string,true,補助フラグ候補,NNNNNYNNNNNNNNNNNNNNNNNNNNNNNNNN,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,61,kakaku_opt_no,string,true,価格オプション番号候補,8,
ods_tbl_receipt_item_detail,dbfs:/Volumes/cdp_bi_poc/dmc/volume/ods.db/ods_tbl_receipt_item_detail/pt_date_key=20231028/,20231028,成功,Parquet,pt_date_key=20231028,80,81,3486856,レシートの商品明細単位データと想定されます。商品コード、商品名、数量、売上金額、税込・税抜金額、値引・割引、クーポン番号、クーポンテンプレートIDなどを保持します。,sample_row=1,62,bonus_point_bai,string,true,ボーナスポイント倍率候補,0,
